params.scoring_method,dataset,selected_ensemble_accuracy,kne_test_acc,bagging_test_acc,ola_test_acc,mcb_test_acc,desp_test_acc,knorau_test_acc,best,is_method_best,difference_method_to_best
diversity,spambase,0.7384775390738932,0.804243815298457,0.6212290740622392,0.8007239032192554,0.7999290843626614,0.7851878240541945,0.7812693702917856,0.804243815298457,False,-0.06576627622456377
diversity,spectfheart,0.7841309515307944,0.7147927484926699,0.7940186286612052,0.7462416216933107,0.7463512920700667,0.7625799573560768,0.7887728139888391,0.7940186286612052,False,-0.009887677130410832
diversity,splice,0.7899744039573208,0.8019286186764832,0.7997854533950706,0.7634672571970895,0.7572367777745823,0.8058192171637284,0.8100831152397112,0.8100831152397112,False,-0.020108711282390446
diversity,tae,0.41705741626794257,0.48991866028708136,0.38912759170653904,0.44818979266347686,0.4470175438596491,0.4315980861244019,0.4410685805422648,0.48991866028708136,False,-0.0728612440191388
diversity,texture,0.9668561983471075,0.9862611570247932,0.9675834710743801,0.9710347107438018,0.9699867768595042,0.9722578512396695,0.978304132231405,0.9862611570247932,False,-0.01940495867768577
diversity,thyroid,0.9406363636363637,0.9271010101010101,0.9379545454545455,0.9367954545454544,0.9364924242424242,0.9389469696969698,0.938810606060606,0.9406363636363637,True,0.0
diversity,titanic,0.775262693541531,0.6634163157460161,0.7777862281611146,0.7739229625959871,0.7738977100707346,0.7739229625959871,0.778563583152139,0.778563583152139,False,-0.0033008896106080376
diversity,twonorm,0.9766191191191191,0.9744214214214215,0.9774794794794794,0.966273023023023,0.9663883883883884,0.9775242742742744,0.9776291291291291,0.9776291291291291,False,-0.0010100100100099985
diversity,vehicle,0.4934391740950398,0.6287288264254886,0.47237946515713447,0.6372676600082416,0.6396751035634501,0.6161103520072875,0.6146094953044007,0.6396751035634501,False,-0.14623592946841035
diversity,vowel,0.39578212026810156,0.8705560275653734,0.4271500047200982,0.6999905598036439,0.767487963749646,0.6220711790805249,0.6702539412819787,0.8705560275653734,False,-0.47477390729727187
diversity,wdbc,0.9052558365135582,0.9077104668295674,0.9092009856409412,0.9126635413520761,0.9093619873889209,0.9191002480117875,0.9199530287638763,0.9199530287638763,False,-0.01469719225031807
diversity,wine,0.6452502553626149,0.7052093973442288,0.5557711950970379,0.7249233912155261,0.723799795709908,0.6892747701736466,0.7145045965270684,0.7249233912155261,False,-0.07967313585291114
diversity,wisconsin,0.954387019051121,0.9562085867003236,0.9419866096047153,0.9377236092014678,0.9428486277078977,0.9578287194305637,0.9576480998203402,0.9578287194305637,False,-0.0034417003794426915
diversity,yeast,0.5554291649150572,0.5206261282425381,0.5654145750389475,0.5519535596824847,0.5473540394173941,0.5813472143228071,0.5880573209030886,0.5880573209030886,False,-0.03262815598803137
diversity,zoo,0.9153458306399483,0.9399383753501401,0.9072518853695325,0.9325098039215687,0.9276668821374703,0.9075031243266538,0.9149286791639734,0.9399383753501401,False,-0.024592544710191788
normal,adult,0.7867268770036355,0.7207442301362443,0.7864161581625045,0.768322724901303,0.7684860881010613,0.7650194145460566,0.7893937988519176,0.7893937988519176,False,-0.0026669218482821
normal,appendicitis,0.8592419435631992,0.8085824010686258,0.8774753715144432,0.8012355985974287,0.8184838871263984,0.859609283686759,0.86904324595091,0.8774753715144432,False,-0.018233427951244052
normal,automobile,0.44218103772402556,0.3692032209550069,0.41363892718385764,0.3729339516230104,0.38175742574257426,0.418548220328362,0.41862138112545433,0.44218103772402556,True,0.0
normal,balance,0.8915692686120179,0.8823226789938459,0.8750289529944737,0.8719145169861192,0.8849176285041732,0.8779144564521589,0.8833209909300553,0.8915692686120179,True,0.0
normal,banana,0.6322068733153638,0.8664919137466307,0.5735667115902965,0.8856583557951482,0.8857506738544475,0.891056603773585,0.891700808625337,0.891700808625337,False,-0.2594939353099731
normal,bands,0.6400763408603751,0.6395582203493821,0.6340249439322854,0.6058749043781119,0.605157707581086,0.6043805920855101,0.6201053994710445,0.6400763408603751,True,0.0
normal,breast,0.724659894012956,0.669304556354916,0.7246304279827556,0.6662081299043942,0.6641609207907776,0.709040178065487,0.7256028069793692,0.7256028069793692,False,-0.0009429129664131342
normal,bupa,0.6840536578435122,0.6411383754073998,0.6723300845036415,0.6601729882382218,0.6490745482912075,0.6502885544392834,0.6718658866216578,0.6840536578435122,True,0.0
normal,car,0.7093486029889539,0.8120979532163742,0.6908382066276803,0.826626461988304,0.815338693957115,0.7773452729044834,0.765692007797271,0.826626461988304,False,-0.11727785899935017
normal,chess,0.9640004551143474,0.9826584366822164,0.9626055296393218,0.9702651041074071,0.9685982478097621,0.9686363636363636,0.9680919330981909,0.9826584366822164,False,-0.01865798156786902
normal,cleveland,0.5419608987452582,0.41197446352100564,0.5437903690092193,0.457784564547039,0.4549008667260783,0.5009931072011609,0.5253379364190569,0.5437903690092193,False,-0.001829470263961075
normal,coil2000,0.9402407496291124,0.9026583907845361,0.9400923946243127,0.9144106161096082,0.9156018195305001,0.9360208133344969,0.9398693166943015,0.9402407496291124,True,0.0
normal,crx,0.6908281352091444,0.6307205264930995,0.6899786528191412,0.651686688315661,0.6509042982308024,0.6591707635797681,0.6840087428003228,0.6908281352091444,True,0.0
normal,dermatology,0.9330103327235872,0.9376724180550748,0.9154447026252039,0.9092154051515302,0.9117367874623029,0.923878973649083,0.9268057546843329,0.9376724180550748,False,-0.004662085331487598
normal,ecoli,0.7321428571428571,0.7708333333333333,0.7333333333333334,0.7833333333333334,0.7696428571428571,0.7541666666666667,0.7952380952380953,0.7952380952380953,False,-0.0630952380952382
normal,fars,0.6574458358137477,0.6954957778614517,0.6550030220737596,0.711734726432207,0.7114492246031863,0.703493282371774,0.7127413013708715,0.7127413013708715,False,-0.055295465557123835
normal,flare,0.7310819262038775,0.6910239952601955,0.710407820677397,0.7047891774464304,0.7059938777525427,0.7327145255258221,0.727964846450084,0.7327145255258221,False,-0.0016325993219445945
normal,german,0.7001391304347826,0.6129217391304348,0.7,0.6467826086956522,0.6467652173913043,0.6494000000000001,0.6792869565217391,0.7001391304347826,True,0.0
normal,glass,0.411214953271028,0.6944262019028373,0.3462658920602846,0.6340153237349498,0.6317251831270523,0.5836238107266144,0.6165866801380819,0.6944262019028373,False,-0.2832112486318093
normal,haberman,0.7439711516790625,0.6742393509127789,0.7350462023890015,0.7075839531214785,0.7120464277665088,0.7372549019607844,0.7516339869281046,0.7516339869281046,False,-0.007662835249042099
normal,heart,0.7042235217673813,0.6649122807017543,0.6896296296296297,0.6683430799220273,0.6700584795321638,0.6670175438596491,0.697270955165692,0.7042235217673813,True,0.0
normal,hepatitis,0.798695652173913,0.7982608695652174,0.82,0.7981521739130435,0.7840217391304348,0.8217391304347826,0.8206521739130435,0.8217391304347826,False,-0.02304347826086961
normal,housevotes,0.9505080049261084,0.9357450738916256,0.9431034482758621,0.925,0.926262315270936,0.9429802955665025,0.9435036945812807,0.9505080049261084,True,0.0
normal,ionosphere,0.8489078593819973,0.863728224361845,0.8429299708911778,0.8335971786833856,0.8372754702194357,0.8437038737124944,0.8468313367666817,0.863728224361845,False,-0.014820364979847733
normal,led7digit,0.7205263157894737,0.6364631578947368,0.7313473684210526,0.6940210526315789,0.6966947368421053,0.7308421052631578,0.7297684210526316,0.7313473684210526,False,-0.010821052631578953
normal,letter,0.6566594827586207,0.9145003448275862,0.6900775862068965,0.885978448275862,0.8743498275862069,0.850455,0.8914518965517242,0.9145003448275862,False,-0.2578408620689655
normal,magic,0.7557568651535878,0.7740588853838065,0.7486358095344444,0.7916553604496431,0.7914822776211348,0.8019777970092031,0.7920644314787416,0.8019777970092031,False,-0.04622093185561538
normal,mammographic,0.7733734939759036,0.7436101549053357,0.7654152323580035,0.786144578313253,0.7878012048192772,0.8009466437177281,0.7987951807228916,0.8009466437177281,False,-0.027573149741824454
normal,marketing,0.306629721482298,0.28191267872998377,0.31210465080677263,0.29568904810018065,0.2949680046538685,0.32168029147913413,0.32432564832675054,0.32432564832675054,False,-0.017695926844452536
normal,movement_libras,0.48903903903903906,0.7454504504504504,0.5309309309309309,0.6637237237237238,0.6961261261261261,0.6099399399399399,0.6621321321321322,0.7454504504504504,False,-0.2564114114114114
normal,mushroom,0.9566271622437463,0.9973124524240754,0.9449385778407748,0.9939276714701946,0.9935690474315563,0.9894073024122634,0.9880925663438065,0.9973124524240754,False,-0.04068529018032907
normal,newthyroid,0.9027315002934669,0.926504582599666,0.8193770975363823,0.9288052884253616,0.9275253209324724,0.8637165711017804,0.8684060228452752,0.9288052884253616,False,-0.02607378813189465
normal,penbased,0.9118498518402994,0.9796394130796423,0.9096276187876898,0.9687831409856518,0.9635545006758163,0.9417142662195882,0.9609810381576213,0.9796394130796423,False,-0.06778956123934288
normal,phoneme,0.7742143866496198,0.8644381266401993,0.753940515443106,0.8563653186192046,0.8562347755871071,0.8607136128120585,0.8445198842608169,0.8644381266401993,False,-0.09022373999057942
normal,pima,0.6610125750750752,0.6760275900900901,0.658422484984985,0.6963705893393393,0.6988199136636636,0.7171851539039039,0.7208849474474475,0.7208849474474475,False,-0.05987237237237231
normal,ring,0.7414063621143268,0.7572578330542933,0.7381624013393925,0.7366983975125567,0.7394953360440086,0.7245508251614446,0.728580961492466,0.7572578330542933,False,-0.015851470939966528
normal,saheart,0.6487760027583036,0.6121097191893652,0.65551852277516,0.6214879515764471,0.624227100333295,0.6307091138949547,0.6491016358272995,0.65551852277516,False,-0.006742520016856379
normal,satimage,0.7571443458228959,0.8953745090064825,0.7479148187906197,0.891543065447261,0.8883087830821585,0.8756003574416129,0.8941029801352046,0.8953745090064825,False,-0.1382301631835866
normal,segment,0.8086034086034086,0.9508225108225109,0.795998595998596,0.932937872937873,0.9340821340821341,0.8946928746928747,0.9196232596232596,0.9508225108225109,False,-0.14221910221910228
normal,shuttle,0.9235636924355634,0.9908869344390059,0.9210131486541653,0.9897967230736852,0.9900727663805166,0.9839429066863749,0.9895676777827436,0.9908869344390059,False,-0.06732324200344253
normal,sonar,0.7502552756977536,0.8037014976174268,0.749072498298162,0.7919928522804629,0.7780803267528932,0.7625,0.7840622872702518,0.8037014976174268,False,-0.05344622191967319
normal,spambase,0.7386084091574162,0.8042920679417647,0.6212465283395316,0.8007721565508639,0.7999623148397561,0.7851894054254145,0.7812962608296827,0.8042920679417647,False,-0.06568365878434845
normal,spectfheart,0.7882169099939123,0.71504682986028,0.7940186286612052,0.7460790729961875,0.7460259915407327,0.7625799573560768,0.7887132141541279,0.7940186286612052,False,-0.005801718667292954
normal,splice,0.787550380653829,0.8021568517689208,0.7997721674876846,0.7634583519928347,0.7573751679355127,0.8058318405732199,0.8100694133452754,0.8100694133452754,False,-0.022519032691446395
normal,tae,0.4218874773139746,0.4899936479128857,0.39037961282516637,0.44878523895946765,0.4472571082879612,0.43236751361161524,0.4408653962492438,0.4899936479128857,False,-0.06810617059891111
normal,texture,0.9670653907496013,0.9862928229665072,0.9676095693779905,0.9710468899521532,0.9699732057416267,0.9722832535885167,0.9783253588516746,0.9862928229665072,False,-0.019227432216905926
normal,thyroid,0.9406051587301588,0.9270912698412699,0.9379568452380951,0.9367738095238096,0.9364687500000001,0.9389479166666667,0.938813988095238,0.9406051587301588,True,0.0
normal,titanic,0.7755828555828556,0.663416315746016,0.7777824782920151,0.7739229625959871,0.7738983925714171,0.7739229625959871,0.778551935140491,0.778551935140491,False,-0.002969079557635479
normal,twonorm,0.9765830115830116,0.974418918918919,0.977480694980695,0.9662712355212355,0.9663764478764479,0.9775255791505791,0.9776274131274132,0.9776274131274132,False,-0.001044401544401552
normal,vehicle,0.490274148728796,0.6294264028866493,0.47240263780017416,0.6375015553067065,0.6399153913151674,0.616013437849944,0.6146945377628469,0.6399153913151674,False,-0.1496412425863714
normal,vowel,0.40029594187488926,0.8701435406698564,0.4282987772461457,0.7027325890483785,0.7689633173843701,0.6231472620946306,0.6705794790005316,0.8701435406698564,False,-0.4698475987949672
normal,wdbc,0.9047215865751336,0.9077289135269283,0.9092264264457839,0.9126253478153438,0.9094476853493194,0.9190452401671663,0.9199230240328317,0.9199230240328317,False,-0.015201437457698086
normal,wine,0.6465229274218038,0.7051624658366231,0.5557445085534972,0.7249013058001822,0.7237574653304991,0.6892499240813847,0.7145763741269359,0.7249013058001822,False,-0.07837837837837835
normal,wisconsin,0.9551552633046692,0.9561799181493579,0.9420136682445681,0.9376850302996314,0.9428706758927473,0.95784467906709,0.9576567924615463,0.95784467906709,False,-0.002689415762420877
normal,yeast,0.5616112092201877,0.5210056696719025,0.5657054558973882,0.5518728506366762,0.5475834185333209,0.5815712426805465,0.5880541871921182,0.5880541871921182,False,-0.026442977971930515
normal,zoo,0.9183836317135551,0.9396214833759591,0.9074373401534527,0.9325098039215686,0.9269360613810742,0.9078618925831202,0.9152514919011082,0.9396214833759591,False,-0.021237851662403995
